Dim0,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,label
-0.0075509767,0.020999566,0.024457796,0.017818538,0.022769088,-0.004385666,0.020919614,0.009586239,0
-0.007231832,0.021142572,0.025029553,0.01710777,0.022444656,-0.001320454,0.02075892,0.008794864,0
-0.0073619983,0.021123411,0.024881912,0.017299984,0.022527127,-0.002080083,0.020801548,0.009000398,0
-0.006855258,0.021207912,0.025627298,0.016486133,0.02217341,0.00095051713,0.020642899,0.008027658,0
-0.015734637,0.023561075,0.01654609,0.03456044,0.032870688,-0.06660646,0.022777755,0.03128828,0
-0.01589696,0.019843454,0.012042549,0.04671221,0.03747286,-0.10989159,0.021880046,0.043912567,0
-0.008232004,0.020791143,0.023342006,0.019447604,0.023613473,-0.010830274,0.021300886,0.01139491,0
-0.015412719,0.021678668,0.013431248,0.042604953,0.03600988,-0.0952252,0.022681048,0.039948024,0
-0.007714931,0.020980174,0.02426295,0.01812035,0.022924686,-0.005506463,0.020987881,0.009911929,0
-0.01559132,0.02336857,0.017052922,0.033080544,0.032350414,-0.062180795,0.022666475,0.029627131,0
-0.007458892,0.021069078,0.024699835,0.017507616,0.022623193,-0.003069397,0.020850196,0.009241897,0
-0.0071274447,0.021160534,0.025133638,0.016975593,0.022377426,-0.00071521313,0.020724868,0.008637027,0
-0.008105337,0.020797815,0.02343678,0.019306041,0.023520527,-0.01016192,0.021258991,0.011213119,0
-0.0075035593,0.021062383,0.024655234,0.017564787,0.022650857,-0.0033182392,0.020864468,0.009308048,0
-0.0069903275,0.021207595,0.025341112,0.016724804,0.022268962,0.00021642208,0.02067055,0.008362876,0
-0.0127078835,0.021471566,0.020897828,0.02414001,0.028082432,-0.03310133,0.022030292,0.018639715,0
-0.007183547,0.02113531,0.02503938,0.01708754,0.022429548,-0.0012367734,0.020751597,0.0087668225,0
-0.007619668,0.020959519,0.024288349,0.01806053,0.022886992,-0.0053191083,0.020975081,0.009849017,0
-0.015660152,0.023248496,0.017551366,0.031698987,0.03192121,-0.058026183,0.022589855,0.028113559,0
-0.015812786,0.02377627,0.01531855,0.03794469,0.03398524,-0.07636972,0.023057755,0.034871668,0
-0.008565143,0.020675171,0.022688836,0.02041357,0.024079591,-0.014360561,0.02151215,0.012418786,0
-0.015466031,0.021259787,0.012988617,0.04376629,0.036489334,-0.09946285,0.022507023,0.041145835,0
-0.008444962,0.020708734,0.022891974,0.02011188,0.023933986,-0.013264228,0.021440946,0.012092263,0
-0.0073359245,0.021141944,0.024946596,0.0172256,0.022497436,-0.0017551834,0.020785201,0.00891925,0
-0.015815092,0.023777727,0.015617537,0.037133962,0.033716317,-0.07394368,0.022999978,0.034016408,0
-0.015872296,0.023072492,0.018272808,0.029879786,0.031395953,-0.052473173,0.022493327,0.026066778,0
-0.007231816,0.021106122,0.024941651,0.017199239,0.02247867,-0.0017543803,0.02077718,0.008894107,0
-0.0076721003,0.020962693,0.02426644,0.018098174,0.022914497,-0.005495074,0.020985112,0.009897511,0
-0.015742913,0.023266315,0.017569805,0.031760894,0.03200101,-0.058478273,0.022594117,0.0282552,0
-0.015696764,0.023475088,0.016868975,0.03363946,0.032557987,-0.06388331,0.022703221,0.030282069,0
-0.007660618,0.02097732,0.02430657,0.018045286,0.02288717,-0.005262244,0.020971911,0.009835157,0
-0.015390095,0.02334271,0.016909573,0.03327013,0.032289144,-0.06230024,0.022683378,0.029710235,0
-0.027759306,0.023190958,0.030516598,0.018325439,0.028632103,-0.0072841267,0.020109268,0.011996098,0
-0.044601135,0.023981616,0.026555687,0.028598903,0.039504424,-0.07073459,0.019092511,0.033247143,0
-0.04591539,0.018153884,0.023556152,0.037409287,0.042365626,-0.11283359,0.015986277,0.0444199,0
-0.030775301,0.023924345,0.030116286,0.019012997,0.030465765,-0.014960354,0.020046482,0.014467878,0
-0.036098436,0.024036339,0.029324435,0.020435544,0.03339324,-0.031099446,0.01988757,0.01957872,0
-0.025953788,0.022425935,0.030878702,0.018195255,0.027692625,-0.0032485907,0.020321792,0.01053173,0
-0.04537295,0.020410065,0.024444584,0.03468726,0.04139955,-0.09958718,0.017091427,0.041169416,0
-0.028923536,0.023622083,0.030310674,0.018505039,0.029299272,-0.01005915,0.02002419,0.012972103,0
-0.043404784,0.024184134,0.027178144,0.026238602,0.038091283,-0.05946253,0.019575225,0.02929882,0
-0.044217084,0.02398076,0.026945453,0.027476197,0.03897707,-0.065640956,0.019277059,0.031398457,0
-0.027335653,0.023007885,0.030608717,0.018291434,0.028409496,-0.00631233,0.020160297,0.011644466,0
-0.04509905,0.02221193,0.025063789,0.032719024,0.040715378,-0.08959057,0.017977322,0.038804967,0
-0.045321725,0.021283409,0.024701254,0.033831947,0.041113757,-0.095020026,0.017515752,0.040119506,0
-0.04495931,0.02336216,0.025459679,0.03146915,0.040285636,-0.083258405,0.01854934,0.03732545,0
-0.04538205,0.02059438,0.024471167,0.03456139,0.041360535,-0.098755844,0.017183347,0.04099368,0
