Dim0,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,label
0.030715896,0.034747522,0.009925739,0.04848221,0.01974278,-0.00032540044,0.019836267,0.03252414,0
0.033384837,0.038449183,0.0066933655,0.05697224,0.021599242,-0.0038402197,0.022162106,0.036568478,0
0.031244151,0.035546836,0.0092174,0.05033725,0.02015272,-0.001070541,0.020346267,0.03341679,0
0.03879677,0.045891237,0.00018925386,0.07400227,0.025289174,-0.010904395,0.026820568,0.044663534,0
0.016061053,-0.04303143,0.07162469,-0.06466157,-0.029058585,0.018143516,-0.051099923,-0.011851777,0
0.011365242,-0.07887731,0.09703397,-0.1034038,-0.05188573,0.023843708,-0.07940852,-0.031261213,0
0.023576006,0.024738498,0.01771369,0.028014328,0.014376254,0.0049394425,0.0133572435,0.021935647,0
0.012716997,-0.069451004,0.090498984,-0.09309206,-0.045771237,0.022310404,-0.07231045,-0.026595697,0
0.02755353,0.03039747,0.01331678,0.03929713,0.017368868,0.002053329,0.017000386,0.027871737,0
0.016652822,-0.035975907,0.0665291,-0.05666351,-0.024390157,0.016883146,-0.045232758,-0.007618105,0
0.02997514,0.03381008,0.010739819,0.04635483,0.019286864,0.00034967644,0.019261269,0.031509582,0
0.036423616,0.04252766,0.0031101105,0.06631029,0.023601409,-0.007769054,0.024692586,0.041004535,0
0.026274577,0.028484337,0.014753818,0.03531384,0.016268937,0.0029879052,0.015711749,0.025813716,0
0.028966298,0.03243059,0.011786692,0.0435072,0.018522898,0.0010484197,0.018358767,0.030045265,0
0.038454514,0.045343522,0.0006586837,0.072745,0.025000537,-0.010422476,0.026460586,0.044061508,0
0.017418405,0.001268752,0.04068485,-0.010098167,0.00079346413,0.01111463,-0.011768483,0.006993394,0
0.03578989,0.041666217,0.0038746332,0.0643307,0.023178045,-0.006939693,0.024156503,0.04006147,0
0.03104058,0.035149105,0.009560684,0.049413227,0.019933818,-0.0007328398,0.02008243,0.032968402,0
0.016787019,-0.031156017,0.06298869,-0.050373238,-0.020927917,0.015908143,-0.041089963,-0.004640329,0
0.015220983,-0.05081991,0.07720922,-0.072733425,-0.033944547,0.019355707,-0.05753955,-0.016625334,0
0.022507677,0.022953417,0.019081077,0.02478049,0.013392421,0.0057611326,0.012089441,0.020214131,0
0.01228635,-0.07244952,0.09257409,-0.09635219,-0.04770938,0.022793083,-0.07457552,-0.028068852,0
0.023071885,0.023871504,0.01836489,0.026365437,0.013909497,0.005327486,0.012751228,0.021050658,0
0.031091643,0.035371073,0.009375058,0.049937036,0.020073615,-0.0008865177,0.020244224,0.033228282,0
0.015304884,-0.050041325,0.07665417,-0.07194442,-0.033461552,0.019237468,-0.056900356,-0.016162219,0
0.01675195,-0.030865703,0.062766895,-0.049896758,-0.020698648,0.015854504,-0.040814143,-0.00439111,0
0.035463635,0.041206907,0.004277976,0.06327565,0.022948433,-0.0065058228,0.02386741,0.03955835,0
0.028704887,0.031988025,0.012122232,0.04256826,0.018262416,0.001259746,0.018051459,0.029556904,0
0.016650083,-0.03392797,0.06502452,-0.05397709,-0.022899034,0.016503537,-0.043388724,-0.006327769,0
0.016383767,-0.040003605,0.069461904,-0.061501272,-0.027162319,0.017668057,-0.048610978,-0.00999642,0
0.028566634,0.03179716,0.012263952,0.042175017,0.018152973,0.0013525329,0.01792198,0.02935422,0
0.016864624,-0.03190182,0.063505754,-0.051293008,-0.02146184,0.01599221,-0.04182589,-0.0050547053,0
0.021529414,0.04290396,0.0124555975,0.06403707,0.032880396,0.0008989206,0.0236111,0.039989136,0
0.01537237,-0.03299969,0.06391227,-0.058295764,-0.021261556,0.013723781,-0.04165453,-0.0003643398,0
0.01542953,-0.06522852,0.08508715,-0.09829538,-0.045803066,0.01772788,-0.068682104,-0.015788909,0
0.016882582,0.0317098,0.019746188,0.03958718,0.025022434,0.0047745905,0.016347041,0.02866494,0
0.012444844,0.017244115,0.028458124,0.013843871,0.01463205,0.008800117,0.006940219,0.016402377,0
0.025006419,0.049920842,0.007687235,0.07904996,0.03680459,-0.0032301643,0.027911654,0.046942864,0
0.015940921,-0.0558771,0.07901996,-0.08739534,-0.039734825,0.016445098,-0.06169025,-0.011236116,0
0.018890088,0.03713196,0.016315801,0.051809307,0.029322084,0.0029528297,0.020020794,0.034186404,0
0.014816049,-0.021773608,0.055965405,-0.042915836,-0.01203279,0.012325546,-0.030940255,0.003218168,0
0.014859962,-0.022724932,0.056654748,-0.044228356,-0.0128428,0.012464804,-0.031878766,0.0029140734,0
0.020801911,0.041497175,0.013339514,0.061176557,0.03212019,0.0013730535,0.022811392,0.03863349,0
0.016057782,-0.048159722,0.0740286,-0.07822513,-0.03384261,0.015409987,-0.055473544,-0.0076578762,0
