Dim0,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,label
-0.053533547,0.042457547,0.02916664,0.05725353,0.05324608,0.024108931,0.034283757,0.040583648,0
-0.053535677,0.042456415,0.029165154,0.057254963,0.053244624,0.024108475,0.03428303,0.04058287,0
-0.053537894,0.042453784,0.029161409,0.05725872,0.053238712,0.024107993,0.034281015,0.0405815,0
-0.05353275,0.04245921,0.029168524,0.057251543,0.053249437,0.02410934,0.034285106,0.040584568,0
-0.053530045,0.042466696,0.029180195,0.057241198,0.0532709,0.02411025,0.034291055,0.040588118,0
-0.053526267,0.042466447,0.029183399,0.057238873,0.053273275,0.024109546,0.034290127,0.040588126,0
-0.053536855,0.04245715,0.029166033,0.057254184,0.053247564,0.024108445,0.034283828,0.04058293,0
-0.05352914,0.04246478,0.029180301,0.05724155,0.053269666,0.02410915,0.03428912,0.040587015,0
-0.05353781,0.04245395,0.029161831,0.057258297,0.0532395,0.02410782,0.034281082,0.040581487,0
-0.053524654,0.04246748,0.029182235,0.0572393,0.05327052,0.024110548,0.034291003,0.04058929,0
-0.053538572,0.04245395,0.029162085,0.057258047,0.053240407,0.02410789,0.034281325,0.04058129,0
-0.053531315,0.04245769,0.029166928,0.057253268,0.053245243,0.024109038,0.034283675,0.040584095,0
-0.05352666,0.042462505,0.02917351,0.057247013,0.053254876,0.024110243,0.034287024,0.040586904,0
-0.05354006,0.042453635,0.029161135,0.05725898,0.053239707,0.02410768,0.03428111,0.040581025,0
-0.05353032,0.042459663,0.029169576,0.057250746,0.05324961,0.024109542,0.034285218,0.040585145,0
-0.05352733,0.042460967,0.029173844,0.0572471,0.05325508,0.024109472,0.03428586,0.040586006,0
-0.053531587,0.04245809,0.02916751,0.057252627,0.053246543,0.024109105,0.03428404,0.040584248,0
-0.053529896,0.042460296,0.029170042,0.057250276,0.053250317,0.02410971,0.034285594,0.040585455,0
-0.05352659,0.04246813,0.029182566,0.057238888,0.053272963,0.024110675,0.03429183,0.04058919,0
-0.053524654,0.042470288,0.029185472,0.05723619,0.05327752,0.024111012,0.034293264,0.04059038,0
-0.05352463,0.042462777,0.029174255,0.057246685,0.0532544,0.02411046,0.03428699,0.04058741,0
-0.053529676,0.042464886,0.029180383,0.057241473,0.053270165,0.024109153,0.03428921,0.04058702,0
-0.05352831,0.042459328,0.029170083,0.057250492,0.053248994,0.024109371,0.034284636,0.040585205,0
-0.05353946,0.0424529,0.029160382,0.05725978,0.053237483,0.024107683,0.034280404,0.040580828,0
-0.053528327,0.042466935,0.029181495,0.05723992,0.05327217,0.024110032,0.034291036,0.040588252,0
-0.05353546,0.042460155,0.029171584,0.05724927,0.053257354,0.024108838,0.03428618,0.040584497,0
-0.05353065,0.04245908,0.029168773,0.057251565,0.053248405,0.02410923,0.03428467,0.040584903,0
-0.053534027,0.0424578,0.029167045,0.057253145,0.053247232,0.024108917,0.034284018,0.040583704,0
-0.053536434,0.042466324,0.029178284,0.057242714,0.053272635,0.024109522,0.03429133,0.040586945,0
-0.05352908,0.042466197,0.02917946,0.05724174,0.05326854,0.024110222,0.03429035,0.04058805,0
-0.0535359,0.042455923,0.02916489,0.05725533,0.053243987,0.024108427,0.0342827,0.040582623,0
-0.053500056,0.04248184,0.029202998,0.05721943,0.053292986,0.024115155,0.034300093,0.040599152,0
-0.05607985,0.04131747,0.030028008,0.05882336,0.05392257,0.023696821,0.033561714,0.040199555,0
-0.05607628,0.041322034,0.030039351,0.058814783,0.053939193,0.02369659,0.03356483,0.04020107,0
-0.05607113,0.04132676,0.030049339,0.058806177,0.053953383,0.023696408,0.033568006,0.040202487,0
-0.05608046,0.041316178,0.030025152,0.058825593,0.053918384,0.023696616,0.03356082,0.04019896,0
-0.056075796,0.041320182,0.03003258,0.058819067,0.053928398,0.023697423,0.03356364,0.040201,0
-0.05607944,0.041318536,0.030030211,0.058821976,0.053925667,0.023697264,0.033562575,0.040200274,0
-0.05607501,0.041324478,0.030045893,0.058810405,0.05394879,0.023696207,0.0335664,0.04020168,0
-0.056084745,0.04131684,0.03002854,0.058826752,0.053923916,0.023697674,0.033561487,0.04020049,0
-0.05608086,0.04131722,0.030029455,0.058823235,0.05392488,0.023696115,0.03356141,0.04019911,0
-0.05607581,0.041327108,0.030050771,0.05880817,0.053956963,0.023698106,0.03356883,0.040204376,0
-0.056083415,0.041315172,0.030024605,0.058827404,0.053918235,0.023696287,0.03355999,0.040198542,0
-0.056072757,0.041325517,0.030046578,0.058808915,0.053949375,0.023696821,0.033567265,0.04020237,0
-0.05607324,0.041324053,0.03004309,0.058810953,0.053944413,0.023696497,0.033566132,0.040201772,0
-0.056074213,0.04132468,0.03004528,0.05881085,0.05394739,0.023696814,0.033566672,0.040202398,0
-0.05607228,0.04132517,0.030045347,0.058809094,0.053947475,0.023696683,0.033567015,0.040202048,0
-0.056081984,0.04131695,0.030027894,0.058824856,0.053922847,0.023696765,0.033561308,0.04019956,0
-0.056085765,0.04131459,0.030024322,0.058829818,0.05391776,0.023696555,0.033559553,0.040198904,0
-0.05607793,0.041324735,0.03004663,0.05881231,0.053950276,0.02369751,0.033566903,0.04020317,0
-0.05608295,0.041316397,0.030027594,0.05882531,0.053922623,0.023696668,0.03356105,0.040199216,0
-0.056088082,0.0413124,0.0300209,0.05883283,0.05391309,0.023695968,0.033557978,0.040197596,0
-0.056080867,0.041316703,0.030026635,0.05882473,0.053920593,0.02369671,0.03356108,0.04019918,0
-0.056079738,0.041322608,0.030040395,0.0588149,0.053942066,0.02369805,0.03356613,0.040202167,0
-0.056084763,0.041314173,0.030023195,0.058829095,0.05391619,0.023696084,0.033559214,0.040198047,0
-0.056083996,0.041315522,0.030026007,0.05882689,0.05392055,0.023696402,0.03356032,0.04019881,0
-0.056081377,0.041316915,0.030027213,0.05882515,0.053921547,0.023696953,0.033561327,0.040199693,0
-0.056079216,0.041318554,0.030030293,0.058821917,0.053925704,0.023697285,0.033562582,0.040200286,0
-0.056081634,0.041326955,0.030053517,0.058811124,0.05396189,0.023698457,0.03356876,0.040205356,0
-0.056081824,0.041318182,0.030030612,0.058823362,0.053926844,0.023697319,0.03356235,0.040200513,0
-0.056083217,0.0413161,0.030026795,0.058826044,0.053921554,0.023696534,0.033560716,0.040199175,0
-0.056068264,0.041327927,0.030049277,0.058805,0.053952236,0.023697924,0.033569187,0.04020396,0
