Dim0,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,label
0.014748355,0.038724452,0.010018428,0.04899181,0.0269479,0.006272453,0.029680016,0.0265179,0
0.016588345,0.042508833,0.0069593056,0.057879057,0.02980588,0.004134934,0.032192953,0.030840803,0
0.015194919,0.03971724,0.009208797,0.051391944,0.027668172,0.005706059,0.030336492,0.027673084,0
0.02025449,0.04940645,0.00130622,0.07308637,0.035886902,0.00023093972,0.03680066,0.038690124,0
0.013424623,-0.041702464,0.0679341,-0.08847023,-0.03568182,0.025341429,-0.03516815,-0.030241368,0
0.014184614,-0.07670088,0.09065084,-0.13627893,-0.06857254,0.034148604,-0.06362366,-0.050753083,0
0.010314538,0.02887912,0.01729407,0.02578085,0.019065196,0.011548511,0.022726411,0.015340827,0
0.014413943,-0.06808526,0.08462911,-0.12447089,-0.060338028,0.031522844,-0.05691314,-0.045865837,0
0.012435113,0.034251284,0.01349581,0.038255073,0.023697125,0.008896975,0.02659189,0.021350155,0
0.013034773,-0.03488033,0.06366666,-0.07901394,-0.029375063,0.02379532,-0.029386776,-0.026021227,0
0.014281496,0.037825752,0.010746348,0.046869967,0.026311507,0.0067855236,0.029093992,0.025503375,0
0.018630259,0.046267543,0.00386129,0.0661607,0.033104334,0.0019910224,0.034685887,0.03511657,0
0.011446308,0.03209063,0.015076897,0.033155378,0.02208002,0.010051387,0.025075033,0.018838456,0
0.01355095,0.036403075,0.011869064,0.043469485,0.025285397,0.0076133884,0.028130343,0.02386993,0
0.019998066,0.048860066,0.0017451389,0.07186842,0.035392117,0.0005308706,0.0364232,0.03806085,0
0.010317367,0.0028581244,0.038643613,-0.02569606,0.0016072594,0.016478755,0.0036502234,-0.0032594868,0
0.018194282,0.045459203,0.004534855,0.064370364,0.032394174,0.002456157,0.034150325,0.03419002,0
0.014946804,0.039091654,0.009709403,0.049869932,0.027205722,0.0060552675,0.02991725,0.026942626,0
0.01271099,-0.029936392,0.060362175,-0.07179595,-0.024837237,0.02258578,-0.025004618,-0.02270558,0
0.01395513,-0.04960564,0.072645046,-0.09922345,-0.043032143,0.02699938,-0.04172586,-0.035004683,0
0.009842039,0.02699453,0.018591173,0.021836065,0.017223205,0.012367952,0.02125493,0.013477474,0
0.014340219,-0.07082063,0.08654074,-0.12821423,-0.06295401,0.03235483,-0.059051525,-0.047411814,0
0.010076647,0.027842803,0.018000064,0.02357024,0.018037261,0.0119961295,0.021899309,0.014291176,0
0.015077176,0.039502434,0.009385936,0.05088762,0.027520347,0.0058314633,0.030200563,0.02743209,0
0.013902735,-0.04884311,0.07218775,-0.09819405,-0.04232822,0.026839705,-0.041093644,-0.034550853,0
0.012632557,-0.029324006,0.059958193,-0.07082334,-0.024277207,0.022444624,-0.024453957,-0.022243695,0
0.01796825,0.045026425,0.004891338,0.06341032,0.032011237,0.002702198,0.03386107,0.03369355,0
0.013266861,0.035804063,0.012321195,0.041994333,0.024837123,0.007973595,0.027697736,0.023154352,0
0.012809837,-0.03219583,0.061875336,-0.075078644,-0.026897114,0.02316677,-0.026942834,-0.024191786,0
0.013227953,-0.038773753,0.066200845,-0.08447241,-0.032965623,0.024727687,-0.03275655,-0.028484259,0
0.013184051,0.035648905,0.012436949,0.04161988,0.024720665,0.0080632,0.027583573,0.022973346,0
0.012877067,-0.031213032,0.06119064,-0.07363379,-0.0260003,0.022843368,-0.026205843,-0.02354448,0
0.006089491,0.043791432,0.014518488,0.062312633,0.04054029,0.0062972326,0.033661604,0.033242512,0
0.011680422,-0.036626574,0.059747502,-0.080458194,-0.028096562,0.02083876,-0.026000567,-0.01840386,0
0.015299954,-0.06663283,0.079558045,-0.124748886,-0.06041955,0.02722576,-0.05301868,-0.03689444,0
0.004649767,0.033241037,0.01986893,0.03679861,0.029340059,0.009623167,0.02628157,0.022402426,0
0.003310906,0.017185222,0.027637525,0.007641774,0.015857162,0.013531989,0.015904862,0.009956419,0
0.0074678008,0.049489174,0.011322603,0.07549137,0.047253396,0.0040203254,0.037797287,0.03919548,0
0.01450988,-0.058907818,0.07438798,-0.113576904,-0.05196872,0.025100073,-0.046632115,-0.03228057,0
0.005187507,0.038919076,0.016983857,0.05010047,0.03518934,0.008025876,0.030189315,0.028125964,0
0.009693779,-0.024265878,0.052592833,-0.061433118,-0.01478592,0.018661205,-0.015164484,-0.010851418,0
0.009937302,-0.025754282,0.053442128,-0.06370895,-0.016440032,0.01894678,-0.016468462,-0.011791566,0
0.0058103236,0.042756736,0.015057175,0.05992124,0.03931483,0.0066849184,0.032951776,0.032178067,0
0.013641291,-0.051462006,0.069398716,-0.10262975,-0.04398271,0.02359824,-0.039809838,-0.027645644,0
0.014418074,-0.05839404,0.07405076,-0.112742,-0.051414736,0.024975428,-0.04619649,-0.031934544,0
0.01305019,-0.046614345,0.06614997,-0.09545462,-0.03877505,0.022662757,-0.03528062,-0.024592027,0
0.014434569,-0.058161195,0.07390054,-0.11249004,-0.05116415,0.024900567,-0.046031695,-0.031847626,0
0.0061724545,0.04420789,0.014263958,0.06328582,0.041036732,0.0061152573,0.033989467,0.03369088,0
0.0066846567,0.04642987,0.012982342,0.06845506,0.04367893,0.0052007674,0.035642486,0.036035523,0
0.010820196,-0.031060722,0.056491945,-0.07189023,-0.022106789,0.01985961,-0.021101138,-0.015039047,0
0.0055574626,0.04145544,0.015753292,0.05663124,0.037866905,0.007190328,0.031994976,0.030791676,0
0.0061427164,0.04424958,0.014182341,0.063400194,0.041092157,0.006060271,0.034079585,0.033763513,0
0.0062266476,0.044382814,0.014178929,0.063687585,0.041243184,0.0060554496,0.03410061,0.03386635,0
0.010219606,-0.02764754,0.054455854,-0.066507466,-0.018450119,0.019275196,-0.01800537,-0.012855975,0
0.0051941737,0.039115094,0.016893065,0.050587926,0.035393104,0.007983923,0.030328827,0.02832662,0
0.0058632283,0.0430025,0.01492123,0.060486734,0.039602157,0.006584433,0.033134926,0.032436095,0
0.0062126853,0.044323858,0.0142037505,0.063554235,0.041176915,0.006070542,0.034063835,0.03380901,0
0.008007551,0.051196802,0.010369552,0.07912858,0.048843678,0.003400382,0.038902845,0.04090553,0
0.008999552,-0.020341575,0.050358426,-0.055429127,-0.010566302,0.01797579,-0.011742187,-0.008383426,0
0.008943081,0.054228935,0.008558626,0.08589417,0.05167038,0.0022636314,0.040929914,0.044027735,0
0.005849408,0.04290735,0.014982401,0.060264673,0.039490078,0.006627237,0.033054937,0.03233214,0
0.014040001,-0.054713268,0.07159251,-0.10743276,-0.047479715,0.024227949,-0.04286176,-0.029705944,0
0.0070096003,0.047665324,0.012334135,0.07130191,0.045137506,0.0047436235,0.036496133,0.03730297,0
0.007920224,0.050963785,0.010501784,0.078631125,0.048628036,0.0034782302,0.03876281,0.040674794,0
0.0052502407,-0.021473484,0.058261916,-0.056627396,-0.01807186,0.01899005,-0.025809297,-0.01766694,0
-0.0023146688,0.05403988,0.004977418,0.07423161,0.044490233,0.00037968686,0.036649708,0.034942884,0
-0.0012866926,0.056522485,0.003313788,0.07890963,0.046695556,-0.001248001,0.03826975,0.037271928,0
-0.006302964,0.039445493,0.014832301,0.046479695,0.03182426,0.0064871795,0.026710538,0.021673381,0
-0.001753898,0.05589816,0.0039648237,0.07752307,0.046167415,-0.00056270085,0.037771504,0.03649024,0
0.0073979446,-0.03376708,0.06631326,-0.073891,-0.029417496,0.021400169,-0.037410848,-0.025161467,0
0.0049292897,-0.01977841,0.05714462,-0.054125175,-0.016543042,0.018653762,-0.024204204,-0.016524144,0
-0.0031429182,0.052024834,0.0063438695,0.07041091,0.042697195,0.0012984072,0.035334922,0.03303629,0
-0.002154543,0.054388564,0.0047359182,0.07489014,0.04479905,0.00021814431,0.036874924,0.0352741,0
0.008362826,-0.04036483,0.0706798,-0.08257358,-0.035310823,0.022666404,-0.04352984,-0.029216869,0
-0.0038630606,0.01872174,0.028995033,0.010081088,0.014345619,0.011698474,0.010562444,0.006347982,0
0.008544745,-0.04241421,0.072047964,-0.08493587,-0.037075974,0.023031471,-0.045423567,-0.030401247,0
-0.0030088848,0.014218256,0.032503925,0.00311104,0.01147998,0.012466716,0.0074158045,0.0036221999,0
-0.0030351887,0.014125281,0.03259859,0.0030106702,0.011420085,0.01249682,0.007321678,0.0035546923,0
-0.006384039,0.03875635,0.0151904235,0.045466688,0.031194167,0.00665512,0.026317488,0.021234132,0
-0.0017705184,0.055283457,0.004136773,0.07657076,0.045590468,-0.0003170727,0.03746077,0.036112756,0
-0.00046666028,0.058876164,0.0018093626,0.08332136,0.048808742,-0.002957555,0.03979206,0.03942947,0
0.006723154,-0.029754236,0.06366071,-0.06831714,-0.02571463,0.020601522,-0.03362549,-0.022728022,0
0.0010809851,0.065627545,-0.004099923,0.09592897,0.054871187,-0.007812233,0.0441653,0.04556546,0
0.004418753,-0.017286843,0.055653173,-0.05078806,-0.014149745,0.01817472,-0.021888655,-0.01519358,0
-0.0028187323,0.05312096,0.0056943097,0.07242853,0.0436906,0.0008520592,0.036022455,0.03400282,0
0.008859638,-0.04492018,0.0736963,-0.08809603,-0.0392606,0.023482094,-0.047705784,-0.031919964,0
0.00925682,-0.04838603,0.07585707,-0.09225894,-0.042299468,0.024045309,-0.05076426,-0.033915777,0
-0.002568163,0.053469583,0.0053979796,0.07311638,0.04398443,0.00065684406,0.036265668,0.03437466,0
-0.0032202217,0.05301666,0.0059748692,0.072136834,0.04364816,0.0010216605,0.035912454,0.033760905,0
-0.0008177337,0.058636058,0.0021728869,0.08272585,0.04862938,-0.0025874826,0.03957421,0.03904773,0
-0.0026765408,0.05436144,0.005026541,0.07474002,0.044846892,0.00038695545,0.036819488,0.035072144,0
0.0016601975,0.06839492,-0.0070671914,0.101112954,0.057348628,-0.009831557,0.045971964,0.04809754,0
0.009950885,-0.05558738,0.080487065,-0.10123532,-0.048995167,0.02574341,-0.05658579,-0.038009968,0
-0.0017202195,0.05553086,0.0040027476,0.07702134,0.045817584,-0.0004742368,0.037615247,0.03632258,0
-0.006001506,0.040751755,0.013898442,0.048915662,0.032903295,0.005983989,0.027637057,0.022863345,0
0.006720016,-0.0313704,0.064776234,-0.06978686,-0.027282465,0.020978399,-0.03529338,-0.023265766,0
-0.004301371,-0.08310004,0.0995922,-0.11442287,-0.07043975,0.03809193,-0.07004755,-0.04863183,0
-0.0041808747,0.072892725,-0.008435086,0.13470975,0.057842042,-0.0089390045,0.05455964,0.06876561,0
-0.0023114295,0.076492146,-0.012873828,0.14359179,0.061099086,-0.012684663,0.05711817,0.07290726,0
-0.0023931353,-0.0900342,0.103324875,-0.12397105,-0.074637435,0.038870424,-0.07481872,-0.053357765,0
-0.0042840447,-0.08317604,0.09964353,-0.11452639,-0.07049264,0.03810605,-0.070110336,-0.048683163,0
-0.0024676614,0.07619251,-0.0125030875,0.14285082,0.060829747,-0.012372558,0.05690512,0.07256141,0
