Dim0,Dim1,Dim2,Dim3,label
0.010953632,0.043870375,-0.076569855,0.028689615,0
0.029608281,0.042408895,-0.07465108,0.028201798,0
0.021404484,0.04319061,-0.075773716,0.028521145,0
0.013441112,0.043883033,-0.07670174,0.0288452,0
0.013821591,0.04387602,-0.076713465,0.028855056,0
0.014273162,0.043856714,-0.07670884,0.028852168,0
0.014277969,0.04385451,-0.07670536,0.02884955,0
0.0140950065,0.043860182,-0.07670341,0.028847745,0
0.013909767,0.043867204,-0.07670372,0.028847545,0
0.013770419,0.043871254,-0.076702245,0.028846335,0
0.013750742,0.04387292,-0.07670356,0.028847473,0
0.013763076,0.04387285,-0.07670396,0.028847545,0
0.044581316,0.04161944,-0.07488529,0.029324051,0
0.021458013,0.043181363,-0.07576042,0.028513756,0
0.044641707,0.04160726,-0.07488436,0.029328728,0
0.04426557,0.041637037,-0.074863754,0.029276928,0
0.051243804,0.04098111,-0.07517064,0.030178199,0
0.05124497,0.04098075,-0.07517051,0.030178225,0
0.05302189,0.04080079,-0.07523494,0.030397693,0
0.064578906,0.03978046,-0.07569144,0.03188133,0
0.05840852,0.040330045,-0.07546382,0.031098668,0
0.013447453,0.043890707,-0.0767147,0.02885566,0
0.044572953,0.041619886,-0.07488506,0.029323164,0
0.0297192,0.042406164,-0.07465373,0.028208751,0
0.04463451,0.04160761,-0.07488396,0.029327502,0
0.04426872,0.04163629,-0.07486343,0.029276894,0
0.05123307,0.04098229,-0.07516991,0.030176971,0
0.051237855,0.040981315,-0.07516985,0.030177452,0
0.029611753,0.042408623,-0.0746507,0.02820163,0
0.058056716,0.040361937,-0.07545006,0.031053657,0
0.0448888,0.041573297,-0.07488985,0.029355293,0
0.037235133,0.042149287,-0.07466692,0.028561855,0
0.03679726,0.041103,-0.078976676,0.03206083,0
0.029992886,0.041023616,-0.07869979,0.030904824,0
0.036910973,0.0411053,-0.07898328,0.032079622,0
0.029931191,0.041022897,-0.07869682,0.030893983,0
0.03693799,0.041105244,-0.07898291,0.03208416,0
0.03708989,0.041107148,-0.078987986,0.032110367,0
0.04346276,0.04117598,-0.07921796,0.033180676,0
0.04345174,0.041175973,-0.07921769,0.033178937,0
0.049942277,0.041241486,-0.07942618,0.034257602,0
0.038555186,0.04112249,-0.07903984,0.03235731,0
0.03673256,0.041102808,-0.07897438,0.032049816,0
0.029925313,0.041022748,-0.078696564,0.030892743,0
0.06258829,0.041356355,-0.07975662,0.036325373,0
0.029994307,0.04102361,-0.07869952,0.030904625,0
0.06262589,0.041356526,-0.07975615,0.03633155,0
0.06212719,0.041351613,-0.07974384,0.036250602,0
0.06844034,0.04140346,-0.07987058,0.037268076,0
0.06843547,0.04140348,-0.079870276,0.037267234,0
0.07473664,0.04145128,-0.07997237,0.038272586,0
0.07516226,0.04145422,-0.07997823,0.03833982,0
0.07504048,0.041452877,-0.07997664,0.038320504,0
0.03680119,0.041103277,-0.07897745,0.032061573,0
0.056267366,0.041300718,-0.07960519,0.03529648,0
0.029925946,0.04102265,-0.078696206,0.030893056,0
0.056302533,0.04130133,-0.079605244,0.035302684,0
0.04974025,0.04123971,-0.07942002,0.03422386,0
0.05612278,0.04129933,-0.07959834,0.035273448,0
0.06255197,0.041355696,-0.07975275,0.036319666,0
0.068992354,0.041407432,-0.07988093,0.037356805,0
0.043528486,0.041176222,-0.07922092,0.033191632,0
0.029985415,0.041023333,-0.07869923,0.030903304,0
0.056299884,0.041301444,-0.07960544,0.035302304,0
0.065415956,0.064840294,-0.07048876,-0.025420321,0
0.06552546,0.06476033,-0.070461296,-0.02539054,0
0.06552244,0.06475953,-0.07045973,-0.025392909,0
0.06896404,0.06294265,-0.07012766,-0.024082461,0
0.062329154,0.066478215,-0.07077375,-0.026567658,0
0.065809414,0.06461595,-0.07043291,-0.025289569,0
0.051386375,0.07255527,-0.07192295,-0.030232219,0
0.05861645,0.06860413,-0.071229294,-0.027821437,0
0.06236549,0.06675634,-0.071038574,-0.026304439,0
0.06398796,0.06529192,-0.070356324,-0.026201388,0
0.062088322,0.06670228,-0.070886016,-0.026576554,0
0.070129134,0.062082842,-0.06980145,-0.023828326,0
0.062476445,0.066277646,-0.070670635,-0.026585268,0
0.06595597,0.06465413,-0.07053907,-0.025101345,0
0.06428373,0.06523781,-0.070428625,-0.02598216,0
0.065855004,0.06482426,-0.07064598,-0.025055565,0
0.055461645,0.070551395,-0.071736366,-0.028707048,0
0.057693496,0.06910158,-0.071328744,-0.028133366,0
0.050916687,0.07276029,-0.07192979,-0.030409418,0
0.05005687,0.07340609,-0.07214982,-0.030585557,0
0.05019572,0.073242195,-0.072081454,-0.030572597,0
0.05023144,0.07319255,-0.0720597,-0.030571168,0
0.05023187,0.0731894,-0.07205774,-0.03057229,0
0.05413762,0.07102428,-0.071664825,-0.029335406,0
0.050371382,0.07312317,-0.07207333,-0.030488053,0
0.050365902,0.0730713,-0.07203262,-0.030504089,0
0.05138865,0.07254972,-0.07192045,-0.030232798,0
0.06553488,0.064842716,-0.07052375,-0.025343575,0
0.051382635,0.07255557,-0.07192229,-0.030234236,0
0.06581222,0.064612925,-0.070431754,-0.02528966,0
0.0835361,0.055012386,-0.06922428,-0.018323889,0
0.051493224,0.07243,-0.07186465,-0.03024317,0
0.18722709,0.006987967,-0.056964267,0.011518941,0
0.18025891,0.0065055257,-0.056202278,0.009234986,0
0.18676098,0.006910043,-0.056924615,0.011320822,0
0.18674342,0.0069071716,-0.05692288,0.011313409,0
