Dim0,Dim1,Dim2,Dim3,label
0.023558028,0.038610954,-0.039477628,0.036128942,0
0.03401661,0.03356864,-0.037901152,0.034771677,0
0.030376874,0.035321914,-0.038435712,0.03522986,0
0.025905116,0.037478097,-0.03906469,0.035773855,0
0.026429469,0.037225578,-0.039000336,0.035718724,0
0.026764704,0.037063867,-0.03894884,0.03567395,0
0.026733644,0.037078906,-0.038949974,0.03567531,0
0.026527511,0.03717825,-0.03897698,0.035699,0
0.02635413,0.037261605,-0.0390018,0.03571994,0
0.026209839,0.03733188,-0.03902129,0.035736468,0
0.026206791,0.03733302,-0.03902225,0.035737935,0
0.02622051,0.03732613,-0.039020505,0.03573615,0
0.041875698,0.029771212,-0.03689131,0.033856224,0
0.029945979,0.035529353,-0.038488388,0.03527386,0
0.04184327,0.029786335,-0.036890317,0.033853717,0
0.041753795,0.029831637,-0.036887113,0.033860378,0
0.044934984,0.028191451,-0.036994036,0.03352657,0
0.044930812,0.02819346,-0.036993984,0.033526402,0
0.04567343,0.02780607,-0.037017707,0.03342909,0
0.051186763,0.024884176,-0.03731622,0.032706026,0
0.04822011,0.02644347,-0.037103683,0.033090744,0
0.025968196,0.037448116,-0.039064784,0.035775017,0
0.04186317,0.029777735,-0.036891382,0.03385765,0
0.033881478,0.03363372,-0.037920177,0.03478823,0
0.04183135,0.029792305,-0.036889613,0.03385451,0
0.04174724,0.029834636,-0.03688698,0.03386047,0
0.0449259,0.028196605,-0.036994208,0.03352778,0
0.044924553,0.02819675,-0.036993377,0.033527188,0
0.034012333,0.033570305,-0.037900828,0.03477201,0
0.04812121,0.026498305,-0.037099894,0.033108376,0
0.041765936,0.02982312,-0.036888298,0.0338511,0
0.03806264,0.031622205,-0.03732159,0.034285348,0
0.030574735,0.037430733,-0.040251203,0.03391482,0
0.027216239,0.03925354,-0.040429767,0.033849966,0
0.030979818,0.037239283,-0.040267587,0.03394323,0
0.027184896,0.03927524,-0.040436473,0.0338514,0
0.030933714,0.037261523,-0.040264376,0.033938445,0
0.031091474,0.037187196,-0.040266447,0.03394582,0
0.034251485,0.035701808,-0.040347036,0.03411525,0
0.03424172,0.035706405,-0.040347178,0.03411493,0
0.037485432,0.034185376,-0.04042135,0.034283727,0
0.03144663,0.03702181,-0.040266924,0.033956453,0
0.030540448,0.03744704,-0.04024974,0.033912748,0
0.02718678,0.03927385,-0.04043665,0.033851314,0
0.044260778,0.03171311,-0.041969497,0.035494745,0
0.027221741,0.039249662,-0.04042883,0.033849727,0
0.044220693,0.031727687,-0.04195692,0.035484936,0
0.044055052,0.03178595,-0.041913345,0.03545176,0
0.04721683,0.030683016,-0.04270721,0.036059417,0
0.047206726,0.03068645,-0.042703964,0.036057454,0
0.05041644,0.02957018,-0.043498427,0.036667977,0
0.050562494,0.02951956,-0.043534607,0.03669557,0
0.050460987,0.02955457,-0.043509044,0.036675807,0
0.030591765,0.037423156,-0.040251866,0.033916328,0
0.040956885,0.032869246,-0.041125696,0.03485038,0
0.027180366,0.039278977,-0.0404374,0.033851217,0
0.040912934,0.032885104,-0.041112278,0.034839608,0
0.03758917,0.034136973,-0.040424846,0.034290787,0
0.04077535,0.032933913,-0.041073896,0.034809753,0
0.044045236,0.0317895,-0.04190857,0.035447564,0
0.047282178,0.030660508,-0.04272259,0.03607073,0
0.034032263,0.035804812,-0.04034198,0.034102675,0
0.027212447,0.039256115,-0.040430754,0.033849906,0
0.040914442,0.03288476,-0.04111334,0.03484037,0
0.065246575,0.05261662,-0.059243076,-0.0006829336,0
0.06524564,0.05260876,-0.059231404,-0.00069281936,0
0.06523972,0.052614134,-0.059231542,-0.00069134636,0
0.06793762,0.049909014,-0.058721557,-0.0016960602,0
0.06256055,0.055323698,-0.05973135,0.00019455364,0
0.065271586,0.052590597,-0.059220165,-0.00070512085,0
0.05347862,0.06461648,-0.06146009,0.0023605593,0
0.05969903,0.058267202,-0.060321275,0.000884766,0
0.062121682,0.055900205,-0.06002133,0.00043005336,0
0.06425555,0.05349844,-0.0592433,-0.00055973,0
0.062469516,0.055453073,-0.059821915,0.00025766174,0
0.0690615,0.04869757,-0.05837868,-0.0023050986,0
0.06276379,0.05507522,-0.059653986,0.00010136125,0
0.06533848,0.05256432,-0.059305348,-0.0006237815,0
0.064110935,0.05369454,-0.059356682,-0.00040208903,0
0.06507168,0.05288827,-0.059426885,-0.0004400208,0
0.05658661,0.06155075,-0.06106097,0.0017234231,0
0.05813074,0.05987342,-0.06063482,0.0012820852,0
0.052837815,0.06525882,-0.061558343,0.0025060214,0
0.05183301,0.066366576,-0.06183976,0.0028183092,0
0.051878486,0.06628182,-0.061804153,0.002790734,0
0.051880263,0.06626715,-0.06179461,0.0027847413,0
0.051876176,0.066270195,-0.061794568,0.0027857043,0
0.055166427,0.06288767,-0.061176416,0.0019796484,0
0.052016396,0.06611509,-0.061796863,0.0027831523,0
0.05204194,0.06605668,-0.06175581,0.002761002,0
0.05347592,0.064617455,-0.061459035,0.0023605945,0
0.06530478,0.052582826,-0.059250247,-0.00068346394,0
0.05347175,0.06462286,-0.061460365,0.002361628,0
0.0652725,0.052589215,-0.05921938,-0.0007061749,0
0.079110496,0.038880903,-0.056694686,-0.005585396,0
0.053645458,0.06442679,-0.061414324,0.0023024848,0
0.15039685,-0.052558232,-0.018207641,-0.015363557,0
0.14571649,-0.04936211,-0.01824756,-0.016007893,0
0.15003486,-0.052330732,-0.01820484,-0.015497622,0
0.15001139,-0.052315474,-0.018205216,-0.015504725,0
0.15438731,-0.055305794,-0.018154355,-0.0149298245,0
0.1587822,-0.058301456,-0.018091895,-0.014342373,0
0.11543088,-0.023736203,-0.022248458,-0.015297206,0
0.10629096,-0.015287039,-0.02436887,-0.012481608,0
0.12415965,-0.032084934,-0.020065015,-0.016902126,0
0.10573452,-0.014770125,-0.02447874,-0.012253302,0
0.10319505,-0.012412371,-0.024980634,-0.011249545,0
0.12967893,-0.03763764,-0.01881582,-0.017622344,0
0.10316746,-0.0123890145,-0.025011657,-0.011313097,0
0.108872145,-0.017675618,-0.023728358,-0.013118091,0
0.10329382,-0.012504733,-0.024939764,-0.011226762,0
0.104398176,-0.013531913,-0.024772223,-0.011809948,0
0.10516142,-0.014238328,-0.024596851,-0.012042,0
0.10516451,-0.014241387,-0.02459864,-0.012050313,0
0.1296491,-0.037635103,-0.018777099,-0.017425947,0
0.10568886,-0.01472895,-0.024498012,-0.012264794,0
0.12516701,-0.03307303,-0.019870594,-0.017196257,0
0.12504387,-0.032944877,-0.019904615,-0.017213034,0
0.12940153,-0.037364434,-0.018868892,-0.017549258,0
0.12498719,-0.032880023,-0.01992955,-0.01725671,0
0.12947501,-0.0374344,-0.018858466,-0.017581165,0
0.13058808,-0.038527902,-0.018647375,-0.017905008,0
