Dim0,Dim1,Dim2,Dim3,label
0.05797967,0.021199716,-0.2399793,0.063082345,0
0.05797975,0.021198776,-0.23997885,0.06308144,0
0.0579793,0.021199767,-0.23997404,0.063077904,0
0.057979587,0.021198686,-0.23997708,0.06308012,0
0.05797921,0.021199793,-0.23997484,0.063078634,0
0.057979245,0.021199625,-0.23997538,0.06307897,0
0.057979036,0.021199882,-0.23997581,0.06307968,0
0.05797972,0.021199442,-0.2399758,0.06307894,0
0.057979267,0.021199225,-0.23997632,0.063079536,0
0.05797953,0.021199105,-0.23997632,0.06308002,0
0.057979442,0.021199493,-0.23997667,0.063080385,0
0.05797946,0.021199148,-0.239976,0.0630797,0
0.057978824,0.021199517,-0.23997366,0.06307768,0
0.05797925,0.021199113,-0.23997723,0.06308052,0
0.057979334,0.021199096,-0.23997472,0.06307817,0
0.05797878,0.021199573,-0.23997559,0.06307889,0
0.057979364,0.021199148,-0.23997635,0.06307958,0
0.05797937,0.02119898,-0.23997624,0.063079566,0
0.057979334,0.021198524,-0.23997766,0.06308047,0
0.057978872,0.02119823,-0.23997732,0.06308028,0
0.05797978,0.021198347,-0.23997681,0.06308047,0
0.057979293,0.021199299,-0.23997676,0.063080125,0
0.05797929,0.021199245,-0.23997346,0.063077465,0
0.057979826,0.021198794,-0.23997721,0.063080564,0
0.057979498,0.021199182,-0.23997487,0.06307852,0
0.057979107,0.02119941,-0.23997556,0.06307866,0
0.05797961,0.021198798,-0.23997629,0.063079156,0
0.057979126,0.021199152,-0.23997639,0.06307945,0
0.057979584,0.02119893,-0.23997906,0.063081585,0
0.057979133,0.02119855,-0.23997653,0.0630798,0
0.057979535,0.021198561,-0.23997842,0.06308136,0
0.057979353,0.021199135,-0.23997729,0.0630805,0
0.05699188,0.020368904,-0.23942406,0.06284878,0
0.056992184,0.020368474,-0.23942316,0.062848315,0
0.056992177,0.020369733,-0.23941901,0.0628448,0
0.056992255,0.02036794,-0.23942454,0.062849395,0
0.05699217,0.02036931,-0.23942088,0.062846124,0
0.056991953,0.020369379,-0.23942123,0.062846564,0
0.05699198,0.020368863,-0.23942226,0.06284757,0
0.056991976,0.020368619,-0.2394225,0.06284755,0
0.056991782,0.020368421,-0.23942372,0.06284842,0
0.056991614,0.020367812,-0.23942652,0.06285128,0
0.05699209,0.02036848,-0.23942503,0.06284976,0
0.056991946,0.020368302,-0.23942503,0.06284962,0
0.056992024,0.020370152,-0.23941849,0.06284392,0
0.05699211,0.020368101,-0.23942305,0.062847875,0
0.056991957,0.020369539,-0.23941953,0.062845096,0
0.05699214,0.02036925,-0.23942026,0.06284568,0
0.05699164,0.020369364,-0.23942113,0.0628464,0
0.05699189,0.020368991,-0.2394215,0.06284653,0
0.05699223,0.02036831,-0.23942241,0.06284721,0
0.056991942,0.020368073,-0.23942317,0.06284791,0
0.0569918,0.020367766,-0.23942389,0.062848166,0
0.056992058,0.020368973,-0.23942316,0.062848136,0
0.056991864,0.02036967,-0.23941988,0.06284581,0
0.056992106,0.020368028,-0.2394253,0.06284997,0
0.05699191,0.020369107,-0.23942144,0.062846415,0
0.056991838,0.020368975,-0.239422,0.06284736,0
0.056992013,0.02036843,-0.23942237,0.06284749,0
0.056992218,0.020367948,-0.23942435,0.06284855,0
0.056991547,0.020367721,-0.23942417,0.06284919,0
0.056991953,0.020368105,-0.23942362,0.06284829,0
0.056992006,0.02036859,-0.23942323,0.06284857,0
0.05699189,0.020369107,-0.23942068,0.06284611,0
0.056356788,0.013332006,-0.24932727,0.057964597,0
0.056356944,0.013330757,-0.2493292,0.057967454,0
0.05635687,0.013331021,-0.2493295,0.057967715,0
0.056357052,0.013329506,-0.24933016,0.05796654,0
0.05635724,0.013329633,-0.24933118,0.05797105,0
0.05635697,0.013329476,-0.24933131,0.05796849,0
0.05635698,0.013328027,-0.24933428,0.057982206,0
0.056357883,0.013334917,-0.24932216,0.05796155,0
0.056362174,0.013350449,-0.24929859,0.057937685,0
0.056356817,0.013334351,-0.2493253,0.05796203,0
0.056358296,0.013337669,-0.24931873,0.057958044,0
0.056357406,0.01333642,-0.24932173,0.0579567,0
0.05635864,0.013340598,-0.24931617,0.057956014,0
0.056360528,0.01334266,-0.24931036,0.05794827,0
0.056359276,0.013342617,-0.24931337,0.057950757,0
0.056361023,0.0133472625,-0.24930386,0.057940893,0
0.056361947,0.013349219,-0.2493015,0.057945736,0
0.05635648,0.013329414,-0.24933162,0.05797832,0
0.056355648,0.013324174,-0.24934219,0.057993185,0
0.05635642,0.013328325,-0.24933314,0.057986178,0
0.05635552,0.013326775,-0.24933802,0.057992656,0
0.056355245,0.01332672,-0.24933982,0.057995502,0
0.056355607,0.013326192,-0.24933985,0.057995398,0
0.05635622,0.013328432,-0.24933584,0.057985112,0
0.056354992,0.013325382,-0.24934289,0.05800486,0
0.05635453,0.013322612,-0.24934724,0.05801162,0
0.05635685,0.013327994,-0.24933441,0.057982262,0
0.056357972,0.013333134,-0.24932311,0.0579576,0
0.056357082,0.013328193,-0.24933448,0.057982564,0
0.056357216,0.013329087,-0.24933103,0.05796837,0
0.056356985,0.013332273,-0.24932554,0.057953827,0
0.05635651,0.013328186,-0.24933487,0.057985246,0
0.056152966,0.01379014,-0.24776103,0.064845055,0
0.05615288,0.013790826,-0.24776103,0.06484561,0
0.056152247,0.0137887625,-0.2477639,0.06484737,0
0.056152504,0.013788576,-0.24776414,0.064847715,0
0.056151778,0.013786628,-0.24776857,0.06485132,0
0.056151595,0.01378401,-0.24777074,0.06485253,0
0.05615247,0.013791126,-0.24776176,0.06484703,0
0.05615293,0.013791636,-0.24776158,0.06484685,0
0.05615249,0.013789482,-0.24776304,0.06484678,0
0.056152172,0.013785948,-0.24777019,0.06485393,0
0.056152806,0.013789363,-0.24776222,0.06484641,0
0.056152686,0.013789387,-0.24776353,0.064847544,0
0.05615193,0.013785525,-0.24776904,0.06485296,0
0.056151915,0.013784556,-0.24777116,0.0648545,0
0.05615134,0.013784114,-0.2477722,0.06485557,0
0.056151696,0.013783532,-0.247772,0.06485456,0
0.05615198,0.013784288,-0.24777102,0.064853795,0
0.05615198,0.013784229,-0.24777171,0.06485468,0
0.056153566,0.013794915,-0.24775377,0.06483978,0
0.056152314,0.013787275,-0.24776708,0.06485108,0
0.05615343,0.01379282,-0.24775709,0.0648424,0
0.056153346,0.013792376,-0.24775872,0.06484382,0
0.05615304,0.013790874,-0.24776083,0.06484574,0
0.056152884,0.013791449,-0.24776039,0.06484546,0
0.056152493,0.013788843,-0.24776419,0.06484786,0
0.05615156,0.013783826,-0.24777229,0.064854726,0
0.056151696,0.013784243,-0.24777082,0.064854436,0
