Dim1,Dim2,label
0.043912623,0.029666355,1
0.043912623,0.029666355,1
0.043912623,0.029666351,1
0.043912634,0.029666351,1
0.043912634,0.029666347,1
0.043912664,0.029666305,1
0.04391264,0.029666327,1
0.043912657,0.029666323,1
0.04391262,0.029666359,1
0.04391264,0.029666333,1
0.043912623,0.029666355,1
0.043912623,0.029666351,1
0.043912616,0.029666362,1
0.04391262,0.029666355,1
0.04391264,0.02966634,1
0.043912616,0.029666375,1
0.043912634,0.029666344,1
0.043912616,0.029666362,1
0.04391263,0.029666351,1
0.04391264,0.029666333,1
0.043912634,0.029666351,1
0.043912657,0.029666316,1
0.043912616,0.029666366,1
0.043912616,0.029666359,1
0.043912634,0.029666344,1
0.043912612,0.029666351,1
0.043912634,0.029666344,1
0.043912616,0.029666359,1
0.04391268,0.029666288,1
0.04391262,0.029666366,1
0.043912623,0.029666355,1
0.04391264,0.029666327,1
0.04388866,0.029615795,1
0.043888662,0.029615784,1
0.043888655,0.029615792,1
0.043888655,0.029615799,1
0.043888655,0.029615792,1
0.043888662,0.029615788,1
0.043888655,0.029615792,1
0.043888655,0.029615812,1
0.043888655,0.029615792,1
0.043888647,0.029615792,1
0.043888655,0.029615795,1
0.04388866,0.029615792,1
0.043888666,0.029615777,1
0.04388866,0.029615795,1
0.043888655,0.029615792,1
0.043888655,0.029615792,1
0.043888647,0.029615795,1
0.043888655,0.029615795,1
0.043888655,0.029615788,1
0.043888655,0.029615792,1
0.043888655,0.029615795,1
0.043888647,0.029615799,1
0.043888655,0.029615795,1
0.043888655,0.029615795,1
0.043888647,0.029615795,1
0.043888655,0.029615788,1
0.043888655,0.029615784,1
0.043888647,0.029615792,1
0.04388866,0.029615795,1
0.043888662,0.02961578,1
0.043888655,0.029615788,1
0.04388865,0.029615792,1
0.044213235,0.028986257,1
0.044213224,0.028986285,1
0.044213224,0.028986277,1
0.044213224,0.028986277,1
0.044213228,0.028986273,1
0.04421323,0.02898625,1
0.044213224,0.02898628,1
0.044213224,0.028986273,1
0.044213224,0.028986285,1
0.04421323,0.028986257,1
0.044213224,0.02898628,1
0.04421325,0.028986234,1
0.044213235,0.02898626,1
0.04421322,0.028986288,1
0.044213206,0.028986309,1
0.04421323,0.028986277,1
0.044213224,0.028986277,1
0.04421323,0.028986257,1
0.04421323,0.02898627,1
