Dim0,Dim1,Dim2,Dim3,label
0.00238853,-0.053221177,0.072074175,-0.046430267,0
0.032184657,-0.0020136668,0.036040686,0.0010693307,0
0.027342208,-0.01199704,0.042949025,-0.0052817105,0
0.001520047,-0.054297455,0.07286435,-0.047542904,0
0.03374397,0.0011165042,0.032857317,0.0029669967,0
0.037998006,0.005774957,0.027390791,0.006547042,0
0.040479448,0.008884919,0.023512784,0.009188063,0
0.033759844,0.0011365134,0.032834373,0.0029810525,0
0.03376909,0.0011480759,0.032820843,0.0029895776,0
0.038211618,0.006048389,0.02704583,0.0067823697,0
0.03412832,0.0015076625,0.03252275,0.003177023,0
0.0334896,0.000791006,0.033243198,0.002731638,0
0.03815157,0.0059707593,0.02714445,0.006715218,0
0.03391141,0.0012337491,0.032843336,0.0029812288,0
0.03354946,0.000867849,0.033151757,0.0027877123,0
0.037901636,0.005646451,0.027556792,0.0064342595,0
0.029290026,-0.0073962775,0.039277803,-0.001612568,0
0.009468693,-0.042740833,0.064209074,-0.034966856,0
0.037865918,0.0055992384,0.02761732,0.006392793,0
0.028782398,-0.008450775,0.04001077,-0.0023625852,0
0.023234596,-0.019489255,0.047684703,-0.010695654,0
0.000628987,-0.05496995,0.0728388,-0.04757507,0
0.037621114,0.0052810833,0.028021544,0.006117184,0
0.043080717,0.012262222,0.019211484,0.012110419,0
0.024602171,-0.017135726,0.046202455,-0.008659149,0
0.029276209,-0.0074892375,0.039375108,-0.001704697,0
0.037663292,0.0053356113,0.027952615,0.0061643384,0
0.045281537,0.01510658,0.015591616,0.014562573,0
0.039517906,0.007949382,0.02437729,0.008546622,0
0.03763182,0.005294822,0.028004479,0.006129009,0
0.04511521,0.014888597,0.015871378,0.014373335,0
0.04802542,0.018811548,0.010441826,0.018019017,0
-0.0376411,-0.07647671,0.07752141,-0.050278645,0
-0.017745713,-0.052175328,0.057673946,-0.019545337,0
-0.048662987,-0.08931679,0.088504516,-0.06672935,0
-0.06562614,-0.114322715,0.10464248,-0.091142304,0
-0.08241861,-0.14182733,0.122204326,-0.117281124,0
-0.003906371,-0.03577683,0.044017285,0.001956864,0
-0.03773638,-0.0765868,0.07761521,-0.05041933,0
-0.017940383,-0.052406155,0.057868056,-0.01986976,0
0.0008806757,-0.029521586,0.039062437,0.0069244616,0
-0.03754596,-0.07636634,0.07742791,-0.050138317,0
-0.021586021,-0.056884933,0.061550323,-0.025843397,0
0.0005974427,-0.03007706,0.039511077,0.006475268,0
-0.03747647,-0.07628527,0.07735915,-0.050035466,0
-0.022057775,-0.057492707,0.062038798,-0.026605025,0
-0.012542736,-0.046026327,0.05256416,-0.011085926,0
-0.03765183,-0.076488435,0.077530086,-0.05029152,0
-0.022688452,-0.058303297,0.06268983,-0.027619839,0
-0.018087344,-0.052584026,0.058020614,-0.02023219,0
-0.037660215,-0.07649732,0.07753769,-0.050302986,0
-0.02242141,-0.05795902,0.06241195,-0.027186772,0
0.016794842,0.00020911434,0.01441753,0.028549643,0
-0.037735958,-0.07658547,0.077612735,-0.05041559,0
-0.022635644,-0.058234528,0.0626337,-0.027532743,0
0.01882934,0.0024720074,0.010954542,0.031213425,0
-0.084011994,-0.14389956,0.1235524,-0.11936131,0
-0.037805054,-0.07666632,0.07768142,-0.050518632,0
-0.022838218,-0.05849603,0.06284385,-0.027860176,0
-0.045066737,-0.085056506,0.08477715,-0.061124634,0
0.018164735,0.001749644,0.01200988,0.030415602,0
-0.038069133,-0.076971725,0.07793984,-0.050905947,0
-0.033323646,-0.071471214,0.07329328,-0.043969903,0
-0.0060540237,-0.038283914,0.04601136,-9.259341e-05,0
-0.057221778,-0.10033984,0.08807621,-0.050553683,0
-0.05190027,-0.09291559,0.08364104,-0.044206113,0
0.006435007,-0.010082799,0.029712128,0.020456258,0
-0.05559085,-0.098081045,0.086730085,-0.04862752,0
-0.05265306,-0.0939548,0.08425819,-0.045093175,0
-0.069276005,-0.1173165,0.0982469,-0.06495,0
-0.08378946,-0.13788433,0.11038268,-0.08350559,0
-0.10012076,-0.1621428,0.12465993,-0.10456238,0
-0.007586302,-0.033168763,0.04524469,0.009093215,0
-0.031210512,-0.06557925,0.066591084,-0.01879447,0
-0.04210777,-0.079711355,0.07588131,-0.0329243,0
-0.024319712,-0.055855814,0.059868243,-0.008158746,0
-0.02972114,-0.06353663,0.06521877,-0.016624158,0
-0.041837223,-0.079332426,0.07566187,-0.032601055,0
0.037095863,0.03030354,-0.025396058,0.05150314,0
-0.029829895,-0.063686326,0.065319605,-0.016783368,0
-0.04185257,-0.07935285,0.07567375,-0.032618847,0
-0.022110134,-0.052837692,0.05787957,-0.0049917134,0
-0.029734885,-0.06355586,0.06523167,-0.016644645,0
-0.04159351,-0.078992285,0.07546541,-0.032311756,0
0.042773243,0.037443887,-0.040975295,0.059062764,0
-0.02401999,-0.055728134,0.060015015,-0.008369,0
-0.041591052,-0.07898794,0.075462855,-0.032307938,0
0.041999042,0.03644257,-0.0387374,0.057962216,0
-0.031880204,-0.066507414,0.06722862,-0.019798644,0
-0.039871138,-0.076564394,0.07406163,-0.030247757,0
0.044218827,0.039231367,-0.044798125,0.06093893,0
-0.031959005,-0.06661651,0.06730268,-0.019915566,0
-0.040713955,-0.077735834,0.07473731,-0.03124545,0
0.04998757,0.046329845,-0.06010323,0.068935305,0
-0.1207852,-0.19327025,0.14283721,-0.12668036,0
-0.03829374,-0.07459699,0.07270949,-0.028207868,0
-0.033107817,-0.050388277,0.060822915,-0.004672817,0
-0.05888222,-0.08476464,0.082082935,-0.035447456,0
0.0546367,0.056010757,-0.08161755,0.081542246,0
-0.12665318,-0.1875881,0.1440188,-0.11055525,0
-0.030069375,-0.046360552,0.057960033,-0.0001973298,0
-0.04567905,-0.066595174,0.07126772,-0.020201566,0
-0.060461916,-0.086950496,0.08339243,-0.037265565,0
0.04289485,0.04232844,-0.052049447,0.066414386,0
-0.030712565,-0.047210585,0.05856072,-0.0011374579,0
-0.045819066,-0.06678696,0.07138073,-0.020362986,0
-0.06362452,-0.091388606,0.086055465,-0.040851444,0
-0.07291801,-0.10428762,0.09384846,-0.051556814,0
-0.106900536,-0.1565589,0.12509273,-0.09098812,0
0.0420427,0.04131121,-0.0497564,0.065235436,0
-0.031350248,-0.048054527,0.059157953,-0.002071588,0
-0.0462956,-0.06744004,0.07176691,-0.020914277,0
0.050829016,0.051744096,-0.072855644,0.07714781,0
-0.03128439,-0.047966313,0.059096128,-0.0019745193,0
-0.046337146,-0.06749671,0.07180066,-0.020962154,0
0.039846566,0.038679782,-0.04373965,0.062147334,0
-0.030632883,-0.047104158,0.05848973,-0.0010226384,0
-0.0463648,-0.067535244,0.0718234,-0.02099451,0
0.03878807,0.0374359,-0.041094743,0.060769238,0
-0.031060768,-0.047671154,0.058887023,-0.0016475816,0
-0.05195932,-0.075171255,0.07633257,-0.027494283,0
0.054199822,0.05553583,-0.080742046,0.081088,0
-0.030446406,-0.04685873,0.058314897,-0.0007504176,0
-0.043617487,-0.06378929,0.069613226,-0.017810551,0
0.0449051,0.044726275,-0.05745328,0.069186635,0
-0.031076517,-0.047692105,0.058900904,-0.0016704896,0
-0.052053906,-0.07529909,0.07640852,-0.027606677,0
0.024718052,0.024045324,-0.006581877,0.044326473,0
-0.048604004,-0.081801265,0.08111764,-0.038503353,0
-0.05540357,-0.09070445,0.08633239,-0.04754999,0
-0.028938137,-0.055042937,0.06565784,-0.011799194,0
-0.04874818,-0.0819982,0.08123311,-0.038700864,0
-0.055304628,-0.09056364,0.08624834,-0.04740894,0
-0.028701471,-0.05467835,0.065439664,-0.011429494,0
-0.048732247,-0.08197648,0.08122064,-0.03867942,0
-0.053394925,-0.0881665,0.084850155,-0.04494757,0
-0.032452744,-0.05958903,0.0681746,-0.016238134,0
-0.048693527,-0.081927076,0.08119163,-0.03862888,0
-0.053572606,-0.08842133,0.08500203,-0.045201603,0
-0.058536083,-0.09575143,0.08941449,-0.052487176,0
-0.062548995,-0.10107093,0.09264249,-0.058032654,0
-0.070848025,-0.112830825,0.09982442,-0.06993128,0
-0.04616221,-0.077772774,0.07856143,-0.034335095,0
-0.048864365,-0.08216089,0.0813288,-0.03886323,0
-0.053681057,-0.08857804,0.08509576,-0.045358174,0
-0.05839861,-0.094325915,0.08836572,-0.051170725,0
-0.048996124,-0.08234863,0.08143994,-0.039050493,0
-0.054161754,-0.08924283,0.08549129,-0.04602956,0
-0.05926878,-0.09475098,0.08854817,-0.051775303,0
-0.049049314,-0.08242241,0.08148331,-0.039124303,0
-0.054164547,-0.08924641,0.085493565,-0.04603289,0
-0.03492297,-0.062394522,0.06969505,-0.019060014,0
-0.07331781,-0.11577691,0.10157839,-0.07325508,0
-0.04766213,-0.08049541,0.08034769,-0.03719087,0
-0.05412037,-0.08918444,0.0854566,-0.045970704,0
-0.052606314,-0.087292895,0.08436508,-0.044047344,0
-0.04457236,-0.07576477,0.07743724,-0.03235572,0
-0.047652893,-0.08048249,0.08033998,-0.0371777,0
-0.050122757,-0.083898745,0.08235462,-0.040613078,0
-0.069710016,-0.11018429,0.09805259,-0.06764191,0
-0.06393924,-0.09125954,0.087507546,-0.04515871,0
-0.04060894,-0.056572124,0.06355432,-0.0087810615,0
-0.04192503,-0.05926508,0.06562639,-0.011553263,0
-0.046529718,-0.06872517,0.0730194,-0.021381719,0
-0.04989911,-0.07541583,0.07833338,-0.028336907,0
-0.04064451,-0.056643683,0.06360918,-0.00885434,0
-0.041896146,-0.05920648,0.06558139,-0.01149339,0
-0.04866718,-0.07293904,0.076343045,-0.025731638,0
-0.038268115,-0.0517802,0.059881784,-0.004295434,0
-0.041986186,-0.059390858,0.06572344,-0.011683088,0
-0.04247686,-0.06038161,0.066464186,-0.012662868,0
-0.045574952,-0.06662669,0.07135956,-0.0191685,0
-0.041962445,-0.059341762,0.06568541,-0.011632113,0
-0.056766585,-0.08385252,0.08305524,-0.037028946,0
-0.045512553,-0.066495374,0.07125671,-0.019032106,0
-0.042065565,-0.059551973,0.065847725,-0.011848726,0
-0.047816653,-0.07147703,0.07517355,-0.024234874,0
-0.050406523,-0.07688443,0.07954292,-0.029985325,0
-0.05910472,-0.086925276,0.08501673,-0.04042445,0
-0.064063914,-0.090940416,0.08722383,-0.044770204,0
-0.0454853,-0.06643813,0.071211554,-0.018971803,0
-0.04218345,-0.05979484,0.06603433,-0.012098226,0
-0.061677538,-0.088637695,0.08586215,-0.042236477,0
-0.04548238,-0.06643237,0.07120761,-0.018966826,0
-0.042190038,-0.059808757,0.06604546,-0.012112781,0
-0.041265965,-0.057752457,0.0644345,-0.009931632,0
-0.047400203,-0.070422426,0.074358135,-0.023138462,0
-0.042192224,-0.05981345,0.0660488,-0.012117706,0
-0.045517776,-0.06632193,0.07109075,-0.01877857,0
-0.04753767,-0.07071043,0.0745865,-0.023440227,0
-0.042451203,-0.06034289,0.06645838,-0.012664247,0
-0.033560436,-0.041866317,0.052276537,0.001884311,0
-0.06581532,-0.08768611,0.094391674,-0.06000901,0
-0.06302546,-0.08361023,0.09208294,-0.05687976,0
-0.057844404,-0.07522894,0.08737293,-0.050411124,0
-0.065842494,-0.08772774,0.09441614,-0.060041,0
-0.06300261,-0.08357148,0.09206102,-0.056850247,0
-0.05801165,-0.07549991,0.08752286,-0.050619673,0
-0.065827645,-0.08770486,0.094402425,-0.060023386,0
-0.063011445,-0.08358498,0.09206817,-0.05686045,0
-0.05802266,-0.07552201,0.087536074,-0.05063669,0
-0.07168792,-0.09631416,0.099456854,-0.0666041,0
-0.06589971,-0.087824605,0.094473995,-0.06011536,0
-0.06298646,-0.083541796,0.092043325,-0.0568276,0
-0.06546663,-0.0873495,0.09422105,-0.059754528,0
-0.05868232,-0.07646037,0.08802104,-0.051357344,0
-0.06590406,-0.087831505,0.09447799,-0.06012075,0
-0.06303312,-0.08361983,0.09208756,-0.056887187,0
-0.060323194,-0.07903627,0.089436114,-0.053340685,0
-0.06587883,-0.087791115,0.09445397,-0.060089603,0
-0.06302435,-0.08360424,0.09207842,-0.056875058,0
-0.06586394,-0.08823633,0.09476619,-0.06043086,0
-0.067190565,-0.08994979,0.095752545,-0.06175589,0
-0.06700869,-0.08973526,0.09563171,-0.06159213,0
-0.0604187,-0.0791889,0.08952088,-0.053458475,0
